
Step nr. 1, h = 0.01
Step nr. 3860, h = 0.00236783245115956

Step nr. 3861, h = 0.00236633232275398

Step nr. 3862, h = 0.00236484270177393

Step nr. 3863, h = 0.00236336350412289

Step nr. 3864, h = 0.0023618946467519

Step nr. 3865, h = 0.00236043604764374

Step nr. 3866, h = 0.00235898762579687

Step nr. 3867, h = 0.00235754930121003

Step nr. 3868, h = 0.00235612099486716

Step nr. 3869, h = 0.00235470262872285

Step nr. 3870, h = 0.00235329412568702

Step nr. 3871, h = 0.00235189540961133

Step nr. 3872, h = 0.00235050640527475

Step nr. 3873, h = 0.0023491270383697

Step nr. 3874, h = 0.00234775723548875

Step nr. 3875, h = 0.00234639692411131

Step nr. 3876, h = 0.00234504603259053

Step nr. 3877, h = 0.00234370449014013

Step nr. 3878, h = 0.00234237222682242

Step nr. 3879, h = 0.00234104917353588

Step nr. 3880, h = 0.00233973526200243

Step nr. 3881, h = 0.00233843042475627

Step nr. 3882, h = 0.00233713459513179

Step nr. 3883, h = 0.00233584770725214

Step nr. 3884, h = 0.00233456969601796

Step nr. 3885, h = 0.00233330049709652

Step nr. 3886, h = 0.00233204004691042

Step nr. 3887, h = 0.00233078828262732

Step nr. 3888, h = 0.00232954514214916

Step nr. 3889, h = 0.00232831056410203

Step nr. 3890, h = 0.00232708448782606

Step nr. 3891, h = 0.00232586685336522

Step nr. 3892, h = 0.00232465760145787

Step nr. 3893, h = 0.00232345667352682

Step nr. 3894, h = 0.00232226401167014

Step nr. 3895, h = 0.00232107955865178

Step nr. 3896, h = 0.00231990325789247

Step nr. 3897, h = 0.00231873505346085

Step nr. 3898, h = 0.00231757489006443

Step nr. 3899, h = 0.00231642271304125

Step nr. 3900, h = 0.00231527846835106

Step nr. 3901, h = 0.00231414210256703

Step nr. 3902, h = 0.00231301356286774

Step nr. 3903, h = 0.00231189279702886

Step nr. 3904, h = 0.00231077975341533

Step nr. 3905, h = 0.00230967438097348

Step nr. 3906, h = 0.00230857662922336

Step nr. 3907, h = 0.00230748644825124

Step nr. 3908, h = 0.0023064037887021

Step nr. 3909, h = 0.00230532860177233

Step nr. 3910, h = 0.00230426083920258

Step nr. 3911, h = 0.00230320045327075

Step nr. 3912, h = 0.00230214739678492

Step nr. 3913, h = 0.00230110162307658

Step nr. 3914, h = 0.00230006308599403

Step nr. 3915, h = 0.00229903173989544

Step nr. 3916, h = 0.00229800753964266

Step nr. 3917, h = 0.00229699044059466

Step nr. 3918, h = 0.00229598039860133

Step nr. 3919, h = 0.00229497736999714

Step nr. 3920, h = 0.00229398131159528

Step nr. 3921, h = 0.00229299218068146

Step nr. 3922, h = 0.00229200993500808

Step nr. 3923, h = 0.00229103453278841

Step nr. 3924, h = 0.00229006593269088

Step nr. 3925, h = 0.00228910409383353

Step nr. 3926, h = 0.00228814897577831

Step nr. 3927, h = 0.00228720053852588

Step nr. 3928, h = 0.00228625874251004

Step nr. 3929, h = 0.00228532354859259

Step nr. 3930, h = 0.0022843949180581

Step nr. 3931, h = 0.00228347281260866

Step nr. 3932, h = 0.00228255719435912

Step nr. 3933, h = 0.00228164802583193

Step nr. 3934, h = 0.00228074526995234

Step nr. 3935, h = 0.0022798488900436

Step nr. 3936, h = 0.00227895884982229

Step nr. 3937, h = 0.00227807511339359

Step nr. 3938, h = 0.00227719764524672

Step nr. 3939, h = 0.00227632641025048

Step nr. 3940, h = 0.00227546137364872

Step nr. 3941, h = 0.00227460250105613

Step nr. 3942, h = 0.00227374975845375

Step nr. 3943, h = 0.00227290311218488

Step nr. 3944, h = 0.00227206252895083

Step nr. 3945, h = 0.0022712279758068

Step nr. 3946, h = 0.00227039942015796

Step nr. 3947, h = 0.00226957682975533

Step nr. 3948, h = 0.00226876017269186

Step nr. 3949, h = 0.00226794941739864

Step nr. 3950, h = 0.00226714453264116

Step nr. 3951, h = 0.00226634548751525

Step nr. 3952, h = 0.00226555225144382

Step nr. 3953, h = 0.00226476479417285

Step nr. 3954, h = 0.00226398308576805

Step nr. 3955, h = 0.00226320709661123

Step nr. 3956, h = 0.00226243679739672

Step nr. 3957, h = 0.0022616721591282

Step nr. 3958, h = 0.00226091315311515

Step nr. 3959, h = 0.00226015975096955

Step nr. 3960, h = 0.00225941192460259

Step nr. 3961, h = 0.0022586696462215

Step nr. 3962, h = 0.00225793288832632

Step nr. 3963, h = 0.00225720162370683

Step nr. 3964, h = 0.00225647582543937

Step nr. 3965, h = 0.00225575546688391

Step nr. 3966, h = 0.00225504052168094

Step nr. 3967, h = 0.00225433096374861

Step nr. 3968, h = 0.00225362676727977

Step nr. 3969, h = 0.00225292790673909

Step nr. 3970, h = 0.0022522343568603

Step nr. 3971, h = 0.00225154609264337

Step nr. 3972, h = 0.00225086308935174

Step nr. 3973, h = 0.00225018532250968

Step nr. 3974, h = 0.00224951276789952

Step nr. 3975, h = 0.00224884540155918

Step nr. 3976, h = 0.0022481831997794

Step nr. 3977, h = 0.00224752613910133

Step nr. 3978, h = 0.00224687419631397

Step nr. 3979, h = 0.00224622734845174

Step nr. 3980, h = 0.00224558557279186

Step nr. 3981, h = 0.00224494884685219

Step nr. 3982, h = 0.00224431714838867

Step nr. 3983, h = 0.00224369045539307

Step nr. 3984, h = 0.00224306874609066

Step nr. 3985, h = 0.00224245199893802

Step nr. 3986, h = 0.00224184019262058

Step nr. 3987, h = 0.00224123330605067

Step nr. 3988, h = 0.00224063131836523

Step nr. 3989, h = 0.00224003420892356

Step nr. 3990, h = 0.00223944195730543

Step nr. 3991, h = 0.00223885454330883

Step nr. 3992, h = 0.00223827194694795

Step nr. 3993, h = 0.00223769414845116

Step nr. 3994, h = 0.00223712112825906

Step nr. 3995, h = 0.00223655286702244

Step nr. 3996, h = 0.00223598934560037

Step nr. 3997, h = 0.00223543054505834

Step nr. 3998, h = 0.00223487644666629

Step nr. 3999, h = 0.00223432703189673

Step nr. 4000, h = 0.00223378228242307

Step nr. 4001, h = 0.00223324218011759

Step nr. 4002, h = 0.00223270670704993

Step nr. 4003, h = 0.00223217584548501

Step nr. 4004, h = 0.00223164957788154

Step nr. 4005, h = 0.00223112788689027

Step nr. 4006, h = 0.00223061075535223

Step nr. 4007, h = 0.00223009816629714

Step nr. 4008, h = 0.00222959010294181

Step nr. 4009, h = 0.00222908654868839

Step nr. 4010, h = 0.00222858748712291

Step nr. 4011, h = 0.00222809290201371

Step nr. 4012, h = 0.00222760277730976

Step nr. 4013, h = 0.00222711709713932

Step nr. 4014, h = 0.00222663584580831

Step nr. 4015, h = 0.00222615900779889

Step nr. 4016, h = 0.00222568656776799

Step nr. 4017, h = 0.00222521851054587

Step nr. 4018, h = 0.00222475482113473

Step nr. 4019, h = 0.0022242954847072

Step nr. 4020, h = 0.00222384048660513

Step nr. 4021, h = 0.00222338981233815

Step nr. 4022, h = 0.00222294344758233

Step nr. 4023, h = 0.00222250137817879

Step nr. 4024, h = 0.00222206359013262

Step nr. 4025, h = 0.00222163006961135

Step nr. 4026, h = 0.00222120080294386

Step nr. 4027, h = 0.00222077577661899

Step nr. 4028, h = 0.0022203549772845

Step nr. 4029, h = 0.00221993839174567

Step nr. 4030, h = 0.00221952600696422

Step nr. 4031, h = 0.00221911781005715

Step nr. 4032, h = 0.0022187137882955

Step nr. 4033, h = 0.00221831392910327

Step nr. 4034, h = 0.00221791822005628

Step nr. 4035, h = 0.00221752664888107

Step nr. 4036, h = 0.00221713920345385

Step nr. 4037, h = 0.00221675587179928

Step nr. 4038, h = 0.00221637664208959

Step nr. 4039, h = 0.00221600150264343

Step nr. 4040, h = 0.0022156304419249

Step nr. 4041, h = 0.00221526344854245

Step nr. 4042, h = 0.00221490051124802

Step nr. 4043, h = 0.00221454161893593

Step nr. 4044, h = 0.00221418676064197

Step nr. 4045, h = 0.00221383592554245

Step nr. 4046, h = 0.00221348910295324

Step nr. 4047, h = 0.00221314628232887

Step nr. 4048, h = 0.00221280745326159

Step nr. 4049, h = 0.00221247260548053

Step nr. 4050, h = 0.00221214172885073

Step nr. 4051, h = 0.00221181481337234

Step nr. 4052, h = 0.00221149184917977

Step nr. 4053, h = 0.00221117282654074

Step nr. 4054, h = 0.00221085773585562

Step nr. 4055, h = 0.00221054656765652

Step nr. 4056, h = 0.00221023931260645

Step nr. 4057, h = 0.00220993596149857

Step nr. 4058, h = 0.00220963650525546

Step nr. 4059, h = 0.0022093409349283

Step nr. 4060, h = 0.00220904924169609

Step nr. 4061, h = 0.00220876141686499

Step nr. 4062, h = 0.00220847745186753

Step nr. 4063, h = 0.00220819733826193

Step nr. 4064, h = 0.00220792106773131

Step nr. 4065, h = 0.00220764863208317

Step nr. 4066, h = 0.00220738002324852

Step nr. 4067, h = 0.00220711523328133

Step nr. 4068, h = 0.0022068542543578

Step nr. 4069, h = 0.0022065970787758

Step nr. 4070, h = 0.00220634369895413

Step nr. 4071, h = 0.00220609410743196

Step nr. 4072, h = 0.00220584829686823

Step nr. 4073, h = 0.00220560626004096

Step nr. 4074, h = 0.00220536798984678

Step nr. 4075, h = 0.00220513347930024

Step nr. 4076, h = 0.0022049027215333

Step nr. 4077, h = 0.00220467570979473

Step nr. 4078, h = 0.0022044524374496

Step nr. 4079, h = 0.00220423289797872

Step nr. 4080, h = 0.00220401708497811

Step nr. 4081, h = 0.00220380499215848

Step nr. 4082, h = 0.00220359661334475

Step nr. 4083, h = 0.00220339194247545

Step nr. 4084, h = 0.00220319097360235

Step nr. 4085, h = 0.00220299370088993

Step nr. 4086, h = 0.00220280011861493

Step nr. 4087, h = 0.00220261022116583

Step nr. 4088, h = 0.00220242400304245

Step nr. 4089, h = 0.00220224145885551

Step nr. 4090, h = 0.00220206258332617

Step nr. 4091, h = 0.00220188737128565

Step nr. 4092, h = 0.00220171581767475

Step nr. 4093, h = 0.00220154791754351

Step nr. 4094, h = 0.00220138366605078

Step nr. 4095, h = 0.00220122305846385

Step nr. 4096, h = 0.00220106609015804

Step nr. 4097, h = 0.0022009127566164

Step nr. 4098, h = 0.00220076305342927

Step nr. 4099, h = 0.00220061697629399

Step nr. 4100, h = 0.00220047452101453

Step nr. 4101, h = 0.00220033568350114

Step nr. 4102, h = 0.00220020045977009

Step nr. 4103, h = 0.00220006884594329

Step nr. 4104, h = 0.002199940838248

Step nr. 4105, h = 0.00219981643301656

Step nr. 4106, h = 0.00219969562668605

Step nr. 4107, h = 0.00219957841579808

Step nr. 4108, h = 0.00219946479699842

Step nr. 4109, h = 0.00219935476703683

Step nr. 4110, h = 0.00219924832276675

Step nr. 4111, h = 0.00219914546114506

Step nr. 4112, h = 0.00219904617923185

Step nr. 4113, h = 0.00219895047419019

Step nr. 4114, h = 0.0021988583432859

Step nr. 4115, h = 0.00219876978388732

Step nr. 4116, h = 0.00219868479346514

Step nr. 4117, h = 0.00219860336959216

Step nr. 4118, h = 0.00219852550994314

Step nr. 4119, h = 0.00219845121229458

Step nr. 4120, h = 0.00219838047452456

Step nr. 4121, h = 0.00219831329461259

Step nr. 4122, h = 0.00219824967063941

Step nr. 4123, h = 0.00219818960078688

Step nr. 4124, h = 0.00219813308333782

Step nr. 4125, h = 0.00219808011667588

Step nr. 4126, h = 0.00219803069928541

Step nr. 4127, h = 0.00219798482975131

Step nr. 4128, h = 0.00219794250675899

Step nr. 4129, h = 0.00219790372909418

Step nr. 4130, h = 0.00219786849564291

Step nr. 4131, h = 0.00219783680539136

Step nr. 4132, h = 0.00219780865742584

Step nr. 4133, h = 0.00219778405093266

Step nr. 4134, h = 0.00219776298519808

Step nr. 4135, h = 0.0021977454596083

Step nr. 4136, h = 0.00219773147364932

Step nr. 4137, h = 0.002197721026907

Step nr. 4138, h = 0.00219771411906694

Step nr. 4139, h = 0.0021977107499145

Step nr. 4140, h = 0.00219771091933477

Step nr. 4141, h = 0.00219771462731256

Step nr. 4142, h = 0.00219772187393238

Step nr. 4143, h = 0.00219773265937847

Step nr. 4144, h = 0.00219774698393481

Step nr. 4145, h = 0.0021977648479851

Step nr. 4146, h = 0.00219778625201285

Step nr. 4147, h = 0.00219781119660134

Step nr. 4148, h = 0.00219783968243374

Step nr. 4149, h = 0.0021978717102931

Step nr. 4150, h = 0.00219790728106244

Step nr. 4151, h = 0.0021979463957248

Step nr. 4152, h = 0.00219798905536334

Step nr. 4153, h = 0.00219803526116137

Step nr. 4154, h = 0.00219808501440248

Step nr. 4155, h = 0.00219813831647062

Step nr. 4156, h = 0.00219819516885024

Step nr. 4157, h = 0.00219825557312632

Step nr. 4158, h = 0.0021983195309846

Step nr. 4159, h = 0.00219838704421159

Step nr. 4160, h = 0.0021984581146948

Step nr. 4161, h = 0.00219853274442284

Step nr. 4162, h = 0.00219861093548558

Step nr. 4163, h = 0.0021986926900743

Step nr. 4164, h = 0.00219877801048187

Step nr. 4165, h = 0.00219886689910291

Step nr. 4166, h = 0.00219895935843401

Step nr. 4167, h = 0.00219905539107387

Step nr. 4168, h = 0.0021991549997235

Step nr. 4169, h = 0.00219925818718651

Step nr. 4170, h = 0.00219936495636922

Step nr. 4171, h = 0.00219947531028093

Step nr. 4172, h = 0.00219958925203418

Step nr. 4173, h = 0.0021997067848449

Step nr. 4174, h = 0.00219982791203278

Step nr. 4175, h = 0.00219995263702143

Step nr. 4176, h = 0.00220008096333867

Step nr. 4177, h = 0.00220021289461683

Step nr. 4178, h = 0.00220034843459302

Step nr. 4179, h = 0.00220048758710939

Step nr. 4180, h = 0.00220063035611344

Step nr. 4181, h = 0.00220077674565836

Step nr. 4182, h = 0.0022009267599033

Step nr. 4183, h = 0.00220108040311373

Step nr. 4184, h = 0.00220123767966176

Step nr. 4185, h = 0.00220139859402646

Step nr. 4186, h = 0.00220156315079424

Step nr. 4187, h = 0.00220173135465919

Step nr. 4188, h = 0.00220190321042349

Step nr. 4189, h = 0.00220207872299768

Step nr. 4190, h = 0.00220225789740118

Step nr. 4191, h = 0.0022024407387626

Step nr. 4192, h = 0.00220262725232017

Step nr. 4193, h = 0.00220281744342213

Step nr. 4194, h = 0.00220301131752722

Step nr. 4195, h = 0.002203208880205

Step nr. 4196, h = 0.00220341013713637

Step nr. 4197, h = 0.00220361509411405

Step nr. 4198, h = 0.00220382375704293

Step nr. 4199, h = 0.00220403613194066

Step nr. 4200, h = 0.00220425222493804

Step nr. 4201, h = 0.00220447204227956

Step nr. 4202, h = 0.00220469559032384

Step nr. 4203, h = 0.00220492287554422

Step nr. 4204, h = 0.00220515390452923

Step nr. 4205, h = 0.00220538868398313

Step nr. 4206, h = 0.00220562722072642

Step nr. 4207, h = 0.00220586952169645

Step nr. 4208, h = 0.00220611559394792

Step nr. 4209, h = 0.00220636544465349

Step nr. 4210, h = 0.00220661908110433

Step nr. 4211, h = 0.00220687651071072

Step nr. 4212, h = 0.0022071377410027

Step nr. 4213, h = 0.00220740277963059

Step nr. 4214, h = 0.00220767163436568

Step nr. 4215, h = 0.00220794431310086

Step nr. 4216, h = 0.00220822082385125

Step nr. 4217, h = 0.00220850117475483

Step nr. 4218, h = 0.00220878537407318

Step nr. 4219, h = 0.00220907343019211

Step nr. 4220, h = 0.00220936535162233

Step nr. 4221, h = 0.00220966114700019

Step nr. 4222, h = 0.00220996082508842

Step nr. 4223, h = 0.00221026439477678

Step nr. 4224, h = 0.00221057186508285

Step nr. 4225, h = 0.00221088324515281

Step nr. 4226, h = 0.0022111985442621

Step nr. 4227, h = 0.0022115177718163

Step nr. 4228, h = 0.00221184093735186

Step nr. 4229, h = 0.00221216805053695

Step nr. 4230, h = 0.00221249912117219

Step nr. 4231, h = 0.00221283415919154

Step nr. 4232, h = 0.00221317317466315

Step nr. 4233, h = 0.00221351617779017

Step nr. 4234, h = 0.00221386317891161

Step nr. 4235, h = 0.0022142141885033

Step nr. 4236, h = 0.00221456921717866

Step nr. 4237, h = 0.0022149282756897

Step nr. 4238, h = 0.00221529137492795

Step nr. 4239, h = 0.00221565852592527

Step nr. 4240, h = 0.00221602973985495

Step nr. 4241, h = 0.0022164050280326

Step nr. 4242, h = 0.00221678440191711

Step nr. 4243, h = 0.00221716787311172

Step nr. 4244, h = 0.00221755545336495

Step nr. 4245, h = 0.00221794715457162

Step nr. 4246, h = 0.00221834298877394

Step nr. 4247, h = 0.00221874296816256

Step nr. 4248, h = 0.0022191471050776

Step nr. 4249, h = 0.00221955541200983

Step nr. 4250, h = 0.00221996790160155

Step nr. 4251, h = 0.00222038458664799

Step nr. 4252, h = 0.0022208054800983

Step nr. 4253, h = 0.00222123059505664

Step nr. 4254, h = 0.00222165994478346

Step nr. 4255, h = 0.00222209354269663

Step nr. 4256, h = 0.00222253140237269

Step nr. 4257, h = 0.00222297353754798

Step nr. 4258, h = 0.00222341996212008

Step nr. 4259, h = 0.00222387069014872

Step nr. 4260, h = 0.00222432573585737

Step nr. 4261, h = 0.00222478511363442

Step nr. 4262, h = 0.0022252488380344

Step nr. 4263, h = 0.00222571692377956

Step nr. 4264, h = 0.00222618938576089

Step nr. 4265, h = 0.00222666623903973

Step nr. 4266, h = 0.00222714749884913

Step nr. 4267, h = 0.00222763318059512

Step nr. 4268, h = 0.00222812329985833

Step nr. 4269, h = 0.00222861787239528

Step nr. 4270, h = 0.00222911691413987

Step nr. 4271, h = 0.002229620441205

Step nr. 4272, h = 0.00223012846988398

Step nr. 4273, h = 0.00223064101665202

Step nr. 4274, h = 0.00223115809816792

Step nr. 4275, h = 0.00223167973127555

Step nr. 4276, h = 0.00223220593300544

Step nr. 4277, h = 0.00223273672057649

Step nr. 4278, h = 0.00223327211139755

Step nr. 4279, h = 0.00223381212306912

Step nr. 4280, h = 0.00223435677338497

Step nr. 4281, h = 0.00223490608033401

Step nr. 4282, h = 0.00223546006210194

Step nr. 4283, h = 0.00223601873707294

Step nr. 4284, h = 0.00223658212383164

Step nr. 4285, h = 0.00223715024116481

Step nr. 4286, h = 0.00223772310806324

Step nr. 4287, h = 0.00223830074372358

Step nr. 4288, h = 0.00223888316755035

Step nr. 4289, h = 0.00223947039915777

Step nr. 4290, h = 0.00224006245837173

Step nr. 4291, h = 0.00224065936523176

Step nr. 4292, h = 0.00224126113999306

Step nr. 4293, h = 0.00224186780312855

Step nr. 4294, h = 0.00224247937533088

Step nr. 4295, h = 0.00224309587751465

Step nr. 4296, h = 0.00224371733081833

Step nr. 4297, h = 0.00224434375660672

Step nr. 4298, h = 0.00224497517647283

Step nr. 4299, h = 0.00224561161224029

Step nr. 4300, h = 0.00224625308596554

Step nr. 4301, h = 0.00224689961994016

Step nr. 4302, h = 0.00224755123669311

Step nr. 4303, h = 0.00224820795899316

Step nr. 4304, h = 0.00224886980985119

Step nr. 4305, h = 0.00224953681252275

Step nr. 4306, h = 0.00225020899051037

Step nr. 4307, h = 0.00225088636756614

Step nr. 4308, h = 0.00225156896769422

Step nr. 4309, h = 0.0022522568151533

Step nr. 4310, h = 0.00225294993445945

Step nr. 4311, h = 0.00225364835038851

Step nr. 4312, h = 0.0022543520879789

Step nr. 4313, h = 0.00225506117253429

Step nr. 4314, h = 0.00225577562962633

Step nr. 4315, h = 0.00225649548509759

Step nr. 4316, h = 0.00225722076506419

Step nr. 4317, h = 0.00225795149591893

Step nr. 4318, h = 0.00225868770433388

Step nr. 4319, h = 0.0022594294172637

Step nr. 4320, h = 0.00226017666194842

Step nr. 4321, h = 0.00226092946591656

Step nr. 4322, h = 0.00226168785698826

Step nr. 4323, h = 0.00226245186327844

Step nr. 4324, h = 0.00226322151319985

Step nr. 4325, h = 0.00226399683546644

Step nr. 4326, h = 0.00226477785909671

Step nr. 4327, h = 0.00226556461341689

Step nr. 4328, h = 0.00226635712806434

Step nr. 4329, h = 0.00226715543299117

Step nr. 4330, h = 0.00226795955846759

Step nr. 4331, h = 0.00226876953508537

Step nr. 4332, h = 0.00226958539376163

Step nr. 4333, h = 0.00227040716574232

Step nr. 4334, h = 0.0022712348826061

Step nr. 4335, h = 0.00227206857626789

Step nr. 4336, h = 0.00227290827898291

Step nr. 4337, h = 0.00227375402335041

Step nr. 4338, h = 0.00227460584231759

Step nr. 4339, h = 0.0022754637691838

Step nr. 4340, h = 0.00227632783760436

Step nr. 4341, h = 0.00227719808159471

Step nr. 4342, h = 0.00227807453553472

Step nr. 4343, h = 0.00227895723417294

Step nr. 4344, h = 0.00227984621263072

Step nr. 4345, h = 0.00228074150640685

Step nr. 4346, h = 0.00228164315138179

Step nr. 4347, h = 0.00228255118382232

Step nr. 4348, h = 0.00228346564038603

Step nr. 4349, h = 0.00228438655812615

Step nr. 4350, h = 0.00228531397449598

Step nr. 4351, h = 0.00228624792735405

Step nr. 4352, h = 0.00228718845496884

Step nr. 4353, h = 0.00228813559602366

Step nr. 4354, h = 0.00228908938962171

Step nr. 4355, h = 0.00229004987529131

Step nr. 4356, h = 0.00229101709299116

Step nr. 4357, h = 0.00229199108311522

Step nr. 4358, h = 0.00229297188649873

Step nr. 4359, h = 0.002293959544423

Step nr. 4360, h = 0.00229495409862129

Step nr. 4361, h = 0.00229595559128445

Step nr. 4362, h = 0.00229696406506657

Step nr. 4363, h = 0.00229797956309076

Step nr. 4364, h = 0.00229900212895513

Step nr. 4365, h = 0.00230003180673863

Step nr. 4366, h = 0.0023010686410075

Step nr. 4367, h = 0.00230211267682105

Step nr. 4368, h = 0.00230316395973822

Step nr. 4369, h = 0.00230422253582383

Step nr. 4370, h = 0.00230528845165528

Step nr. 4371, h = 0.00230636175432891

Step nr. 4372, h = 0.00230744249146712

Step nr. 4373, h = 0.0023085307112247

Step nr. 4374, h = 0.00230962646229602

Step nr. 4375, h = 0.00231072979392233

Step nr. 4376, h = 0.00231184075589849

Step nr. 4377, h = 0.00231295939858068

Step nr. 4378, h = 0.00231408577289361

Step nr. 4379, h = 0.00231521993033789

Step nr. 4380, h = 0.00231636192299824

Step nr. 4381, h = 0.00231751180355077

Step nr. 4382, h = 0.00231866962527132

Step nr. 4383, h = 0.00231983544204317

Step nr. 4384, h = 0.0023210093083655

Step nr. 4385, h = 0.00232219127936175

Step nr. 4386, h = 0.00232338141078794

Step nr. 4387, h = 0.00232457975904146

Step nr. 4388, h = 0.0023257863811699

Step nr. 4389, h = 0.0023270013348798

Step nr. 4390, h = 0.00232822467854596

Step nr. 4391, h = 0.00232945647122065

Step nr. 1, h = 0.01

Step nr. 2, h = 0.02

Step nr. 3, h = 0.04

Step nr. 4, h = 0.08

Step nr. 5, h = 0.16

Step nr. 6, h = 0.32

Step nr. 7, h = 0.488766964729595

Step nr. 8, h = 0.494081075815445

Step nr. 9, h = 0.436736252319776

Step nr. 10, h = 0.439396292687112

Step nr. 11, h = 0.455088265712972

Step nr. 12, h = 0.481396567388704

Step nr. 13, h = 0.480768226951926

Step nr. 14, h = 0.44452260409138

Step nr. 15, h = 0.445423150919919

Step nr. 16, h = 0.4692050294498

Step nr. 17, h = 0.501266273560885

Step nr. 18, h = 0.437573037694463

Step nr. 19, h = 0.437087655142676

Step nr. 20, h = 0.456882816998521

Step nr. 21, h = 0.483367268023492

Step nr. 22, h = 0.473235829493212

Step nr. 23, h = 0.446009695664666

Step nr. 24, h = 0.446821124303554

Step nr. 25, h = 0.471282925939732

Step nr. 26, h = 0.504435158982968

Step nr. 27, h = 0.438564547707586

Step nr. 28, h = 0.438434489269069

Step nr. 29, h = 0.458919864351956

Step nr. 30, h = 0.486234022778001

Step nr. 31, h = 0.463275393072774
RK12 done in 4391 steps, RK45 done in 31 steps
